query,predicted_label
What services does Ryanair provide during flights?,In-flight Services
What services does the airport offer for passengers?,Airport Services
What services does the airport offer for Ryanair passengers?,Airport Services
What should I bring when flying with my newborn?,Baggage Policies
What should I do if I accidentally left my belongings on a Ryanair plane?,Lost and Found
What should I do if I encounter an issue with payment during booking?,Payment Issues
What should I do if I experience issues with the mobile app?,Mobile App Issues
What should I do if I experience payment issues?,Payment Issues
What should I do if I have a complaint about the service?,Complaints and Feedback
What should I do if I have a payment issue during booking?,Payment Issues
What should I do if I have a payment issue with my Ryanair booking?,Payment Issues
What should I do if I have a problem with the mobile app?,Mobile App Issues
What should I do if I have an issue with my Ryanair account?,Customer Account Issues
What should I do if I have an issue with the Ryanair app?,Mobile App Issues
What should I do if I have issues with my travel voucher?,Travel Vouchers
What should I do if I have issues with the Ryanair mobile app?,Mobile App Issues
What should I do if I left an item on a Ryanair plane?,Lost and Found
What should I do if I left my jacket on the plane?,Lost and Found
What should I do if I left my phone on the plane?,Lost and Found
What should I do if I left something on my Ryanair flight?,Lost and Found
What should I do if I left something on the Ryanair plane?,Lost and Found
What should I do if I lose an item on a Ryanair flight?,Lost and Found
What should I do if I lose my baggage at the airport?,Baggage Policies
What should I do if I lose my baggage during my flight?,Baggage Policies
What should I do if I lose my boarding pass for a Ryanair flight? Can I get a replacement at the airport?,Airport Services
What should I do if I lose my travel documents before my flight?,Travel Documentation
What should I do if I lose my travel documents?,Travel Documentation
What should I do if I lose something at the airport?,Check-in Procedures
What should I do if I lost an item at the airport?,Lost and Found
What should I do if I lost an item on the plane?,Lost and Found
What should I do if I lost my bag at the airport?,Lost and Found
What should I do if I lost my luggage?,Lost and Found
What should I do if I lost something?,Lost and Found
What should I do if I need to change my Ryanair flight due to an emergency?,Flight Changes
What should I do if I need to change the date of my Ryanair flight?,Flight Changes
What should I do if I need to make a last-minute change to my Ryanair booking?,Flight Changes
What should I do if I'm having trouble with the mobile app?,Mobile App Issues
"What should I do if I'm having trouble with the Ryanair mobile app, such as logging in or other issues?",Mobile App Issues
What should I do if I'm locked out of my Ryanair customer account?,Customer Account Issues
What should I do if I've lost an item on a Ryanair flight?,Lost and Found
What should I do if my baggage gets lost?,Lost and Found
What should I do if my baggage is lost or damaged on a Ryanair flight?,Lost and Found
What should I do if my baggage is lost or damaged?,Lost and Found
What should I do if my checked baggage is damaged?,Baggage Policies
What should I do if my flight gets cancelled due to bad weather?,Weather-related Disruptions
What should I do if my flight is affected by bad weather?,Weather-related Disruptions
What should I do if my flight is affected by weather?,Weather-related Disruptions
What should I do if my flight is canceled due to bad weather conditions?,Weather-related Disruptions
What should I do if my flight is cancelled due to a storm?,Weather-related Disruptions
What should I do if my flight is cancelled due to a thunderstorm?,Weather-related Disruptions
What should I do if my flight is cancelled?,Flight Status
What should I do if my flight is delayed because of bad weather?,Weather-related Disruptions
What should I do if my flight is delayed due to a storm?,Weather-related Disruptions
